osm_id,ags,ort,plz,landkreis,bundesland
1316259,14626320,Mücka - Mikow,02906,Landkreis Görlitz,Sachsen
535249,14730200,Mügeln,04769,Landkreis Nordsachsen,Sachsen
1303470,12062341,Mühlberg/Elbe,04895,Landkreis Elbe-Elster,Brandenburg
1303470,12062341,Mühlberg/Elbe,04931,Landkreis Elbe-Elster,Brandenburg
1965800,13072073,Mühl Rosin,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1329610,15082241,Muldestausee,06774,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1389675,12061344,Münchehofe,15748,Landkreis Dahme-Spreewald,Brandenburg
1184568,10044113,Nalbach,66809,Landkreis Saarlouis,Saarland
2403974,15084355,Naumburg (Saale),06618,Burgenlandkreis,Sachsen-Anhalt
2403974,15084355,Naumburg (Saale),06628,Burgenlandkreis,Sachsen-Anhalt
535246,14730210,Naundorf,04769,Landkreis Nordsachsen,Sachsen
422341,14729300,Naunhof,04683,Landkreis Leipzig,Sachsen
1307668,14625350,Nebelschütz - Njebjelčicy,01920,Landkreis Bautzen,Sachsen
2395647,15084360,Nebra (Unstrut),06642,Burgenlandkreis,Sachsen-Anhalt
1311136,14626330,Neißeaue,02829,Landkreis Görlitz,Sachsen
1322606,12071294,Neiße-Malxetal,03159,Landkreis Spree-Neiße,Brandenburg
2396221,15088250,Nemsdorf-Göhrendorf,06268,Saalekreis,Sachsen-Anhalt
1307710,14625360,Neschwitz - Njeswačidło,02699,Landkreis Bautzen,Sachsen
158159,05366032,Nettersheim,53947,Kreis Euskirchen,Nordrhein-Westfalen
394352,13072074,Neubukow,18233,Landkreis Rostock,Mecklenburg-Vorpommern
1322563,12071301,Neuhausen/Spree,03058,Landkreis Spree-Neiße,Brandenburg
420480,14729320,Neukieritzsch,04575,Landkreis Leipzig,Sachsen
1307662,14625370,Neukirch,01936,Landkreis Bautzen,Sachsen
1307620,14625380,Neukirch/Lausitz,01904,Landkreis Bautzen,Sachsen
1314218,12066228,Neupetershain,03103,Landkreis Oberspreewald-Lausitz,Brandenburg
1310910,14626350,Neusalza-Spremberg,02742,Landkreis Görlitz,Sachsen
1314224,12066226,Neu-Seeland,03103,Landkreis Oberspreewald-Lausitz,Brandenburg
163307,05162024,Neuss,41460,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41462,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41464,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41466,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41468,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41469,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41470,Rhein-Kreis Neuss,Nordrhein-Westfalen
163307,05162024,Neuss,41472,Rhein-Kreis Neuss,Nordrhein-Westfalen
1388875,12061352,Neu Zauche,15913,Landkreis Dahme-Spreewald,Brandenburg
163312,05358044,Nideggen,52385,Kreis Düren,Nordrhein-Westfalen
163305,05358048,Niederzier,52382,Kreis Düren,Nordrhein-Westfalen
390656,13072075,Nienhagen,18211,Landkreis Rostock,Mecklenburg-Vorpommern
1311142,14626370,Niesky,02906,Landkreis Görlitz,Sachsen
2673575,16077036,Nobitz,04603,Landkreis Altenburger Land,Thüringen
163311,05358052,Nörvenich,52388,Kreis Düren,Nordrhein-Westfalen
393337,13072076,Nustrow,18195,Landkreis Rostock,Mecklenburg-Vorpommern
1309669,14625390,Obergurig - Hornja Hórka,02692,Landkreis Bautzen,Sachsen
2396187,15088265,Obhausen,06268,Saalekreis,Sachsen-Anhalt
418711,14626390,Oderwitz,02791,Landkreis Görlitz,Sachsen
1307648,14625410,Ohorn,01896,Landkreis Bautzen,Sachsen
1311099,14626400,Olbersdorf,02785,Landkreis Görlitz,Sachsen
1310861,14626410,Oppach,02736,Landkreis Görlitz,Sachsen
1314221,12066240,Ortrand,01990,Landkreis Oberspreewald-Lausitz,Brandenburg
535244,14730230,Oschatz,04758,Landkreis Nordsachsen,Sachsen
1307711,14625420,Oßling - Wóslink,01920,Landkreis Bautzen,Sachsen
2404086,15084375,Osterfeld,06721,Burgenlandkreis,Sachsen-Anhalt
1329406,15082256,Osternienburger Land,06386,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
418648,14626420,Ostritz,02899,Landkreis Görlitz,Sachsen
913784,14625430,Ottendorf-Okrilla,01458,Landkreis Bautzen,Sachsen
422339,14729330,Otterwisch,04668,Landkreis Leipzig,Sachsen
418115,14626430,Oybin,02797,Landkreis Görlitz,Sachsen
1307659,14625440,Panschwitz-Kuckau - Pančicy-Kukow,01920,Landkreis Bautzen,Sachsen
394343,13072077,Papendorf,18059,Landkreis Rostock,Mecklenburg-Vorpommern
422340,14729340,Parthenstein,04668,Landkreis Leipzig,Sachsen
420240,14729350,Pegau,04523,Landkreis Leipzig,Sachsen
1322803,12071304,Peitz,03185,Landkreis Spree-Neiße,Brandenburg
1959689,13072078,Penzin,18249,Landkreis Rostock,Mecklenburg-Vorpommern
2407133,15088295,Petersberg,06193,Saalekreis,Sachsen-Anhalt
1991135,13072079,Plaaz,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1303787,12062372,Plessa,04928,Landkreis Elbe-Elster,Brandenburg
394322,13072080,Pölchow,18059,Landkreis Rostock,Mecklenburg-Vorpommern
2449512,16077039,Ponitz,04639,Landkreis Altenburger Land,Thüringen
393355,13072081,Poppendorf,18184,Landkreis Rostock,Mecklenburg-Vorpommern
2778487,16077041,Posterstein,04626,Landkreis Altenburger Land,Thüringen
2029539,13072082,Prebberede,17168,Landkreis Rostock,Mecklenburg-Vorpommern
168464,05362036,Pulheim,50259,Rhein-Erft-Kreis,Nordrhein-Westfalen
2321817,14625450,Pulsnitz,01896,Landkreis Bautzen,Sachsen
1307709,14625460,Puschwitz - Bóšicy,02699,Landkreis Bautzen,Sachsen
1184883,10041515,Püttlingen,66346,Regionalverband Saarbrücken,Saarland
1446641,03154016,Querenhorst,38368,Landkreis Helmstedt,Niedersachsen
2396173,15088305,Querfurt,06268,Saalekreis,Sachsen-Anhalt
1184867,10041516,Quierschied,66287,Regionalverband Saarbrücken,Saarland
1311143,14626440,Quitzdorf am See - Kwětanecy,02906,Landkreis Görlitz,Sachsen
1446646,03154017,Räbke,38375,Landkreis Helmstedt,Niedersachsen
1307665,14625470,Räckelwitz - Worklecy,01920,Landkreis Bautzen,Sachsen
444743,14730250,Rackwitz,04519,Landkreis Nordsachsen,Sachsen
1307202,14625480,Radeberg,01454,Landkreis Bautzen,Sachsen
1309632,14625490,Radibor - Radwor,02627,Landkreis Bautzen,Sachsen
1329609,15082301,Raguhn-Jeßnitz,06779,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1329609,15082301,Raguhn-Jeßnitz,06800,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1307706,14625500,Ralbitz-Rosenthal - Ralbicy-Róžant,01920,Landkreis Bautzen,Sachsen
1307628,14625510,Rammenau,01877,Landkreis Bautzen,Sachsen
394327,13072083,Reddelich,18209,Landkreis Rostock,Mecklenburg-Vorpommern
420243,14729360,Regis-Breitingen,04565,Landkreis Leipzig,Sachsen
1184571,10044114,Rehlingen-Siersburg,66780,Landkreis Saarlouis,Saarland
1311106,14626450,Reichenbach/Oberlausitz,02894,Landkreis Görlitz,Sachsen
1964781,13072084,Reimershagen,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1446639,03154018,Rennau,38368,Landkreis Helmstedt,Niedersachsen
394331,13072085,Rerik,18230,Landkreis Rostock,Mecklenburg-Vorpommern
394324,13072086,Retschow,18211,Landkreis Rostock,Mecklenburg-Vorpommern
1184882,10041517,Riegelsberg,66292,Regionalverband Saarbrücken,Saarland
1311129,14626460,Rietschen - Rěčicy,02956,Landkreis Görlitz,Sachsen
1389286,12061405,Rietzneuendorf-Staakow,15910,Landkreis Dahme-Spreewald,Brandenburg
1303773,12062410,Röderland,04932,Landkreis Elbe-Elster,Brandenburg
158018,05334024,Roetgen,52159,Städteregion Aachen,Nordrhein-Westfalen
393353,13072087,Roggentin,18184,Landkreis Rostock,Mecklenburg-Vorpommern
168488,05162028,Rommerskirchen,41569,Rhein-Kreis Neuss,Nordrhein-Westfalen
1311103,14626470,Rosenbach,02708,Landkreis Görlitz,Sachsen
2778488,16077042,Rositz,04617,Landkreis Altenburger Land,Thüringen
420479,14729370,Rötha,04571,Landkreis Leipzig,Sachsen
1311137,14626480,Rothenburg/Oberlausitz,02929,Landkreis Görlitz,Sachsen
393345,13072088,Rövershagen,18182,Landkreis Rostock,Mecklenburg-Vorpommern
1322952,12062417,Rückersdorf,03238,Landkreis Elbe-Elster,Brandenburg
1314277,12066272,Ruhland,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
1963382,13072089,Rühn,18246,Landkreis Rostock,Mecklenburg-Vorpommern
1964352,13072090,Rukieten,18258,Landkreis Rostock,Mecklenburg-Vorpommern
1187159,10041100,Saarbrücken,66111,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66113,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66115,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66117,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66119,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66121,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66123,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66125,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66126,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66127,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66128,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66129,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66130,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66131,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66132,Regionalverband Saarbrücken,Saarland
1187159,10041100,Saarbrücken,66133,Regionalverband Saarbrücken,Saarland
1184570,10044115,Saarlouis,66740,Landkreis Saarlouis,Saarland
1184566,10044116,Saarwellingen,66793,Landkreis Saarlouis,Saarland
1322950,12062425,Sallgast,03238,Landkreis Elbe-Elster,Brandenburg
2406726,15088319,Salzatal,06198,Saalekreis,Sachsen-Anhalt
1329612,15082340,Sandersdorf-Brehna,06792,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1329612,15082340,Sandersdorf-Brehna,06794,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1329612,15082340,Sandersdorf-Brehna,06796,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1329612,15082340,Sandersdorf-Brehna,06809,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
2399162,15087370,Sangerhausen,06526,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
393356,13072091,Sanitz,18190,Landkreis Rostock,Mecklenburg-Vorpommern
1971866,13072092,Sarmstorf,18276,Landkreis Rostock,Mecklenburg-Vorpommern
394334,13072093,Satow,18239,Landkreis Rostock,Mecklenburg-Vorpommern
1351323,12071337,Schenkendöbern,03172,Landkreis Spree-Neiße,Brandenburg
1322954,12062440,Schilda,03253,Landkreis Elbe-Elster,Brandenburg
1314219,12066285,Schipkau,01968,Landkreis Oberspreewald-Lausitz,Brandenburg
1314219,12066285,Schipkau,01993,Landkreis Oberspreewald-Lausitz,Brandenburg
1314219,12066285,Schipkau,01994,Landkreis Oberspreewald-Lausitz,Brandenburg
1314219,12066285,Schipkau,01998,Landkreis Oberspreewald-Lausitz,Brandenburg
1605086,14625525,Schirgiswalde-Kirschau,02681,Landkreis Bautzen,Sachsen
444738,14730270,Schkeuditz,04435,Landkreis Nordsachsen,Sachsen
2406261,15088330,Schkopau,06258,Saalekreis,Sachsen-Anhalt
158147,05366036,Schleiden,53937,Kreis Euskirchen,Nordrhein-Westfalen
1310638,14626490,Schleife - Slepo,02959,Landkreis Görlitz,Sachsen
1389278,12061428,Schlepzig,15910,Landkreis Dahme-Spreewald,Brandenburg
1303815,12062445,Schlieben,04936,Landkreis Elbe-Elster,Brandenburg
1184564,10044117,Schmelz,66839,Landkreis Saarlouis,Saarland
1328962,12071341,Schmogrow-Fehrow,03096,Landkreis Spree-Neiße,Brandenburg
2527958,16077043,Schmölln,04626,Landkreis Altenburger Land,Thüringen
1307609,14625530,Schmölln-Putzkau,01877,Landkreis Bautzen,Sachsen
2404548,15084442,Schnaudertal,06712,Burgenlandkreis,Sachsen-Anhalt
418649,14626500,Schönau-Berzdorf auf dem Eigen,02899,Landkreis Görlitz,Sachsen
1311098,14626510,Schönbach,02708,Landkreis Görlitz,Sachsen
1322953,12062453,Schönborn,03253,Landkreis Elbe-Elster,Brandenburg
2403987,15084445,Schönburg,06618,Burgenlandkreis,Sachsen-Anhalt
55772,12061433,Schönefeld,12529,Landkreis Dahme-Spreewald,Brandenburg
1303472,12062461,Schönewalde,04916,Landkreis Elbe-Elster,Brandenburg
1446648,03154019,Schöningen,38364,Landkreis Helmstedt,Niedersachsen
1389280,12061435,Schönwald,15910,Landkreis Dahme-Spreewald,Brandenburg
445991,14730280,Schönwölkau,04509,Landkreis Nordsachsen,Sachsen
1311139,14626520,Schöpstal,02829,Landkreis Görlitz,Sachsen
1979187,13072094,Schorssow,17166,Landkreis Rostock,Mecklenburg-Vorpommern
1303792,12062464,Schraden,04928,Landkreis Elbe-Elster,Brandenburg
2406526,15088340,Schraplau,06279,Saalekreis,Sachsen-Anhalt
55774,12061444,Schulzendorf,15732,Landkreis Dahme-Spreewald,Brandenburg
394336,13072095,Schwaan,18258,Landkreis Rostock,Mecklenburg-Vorpommern
1184565,10044118,Schwalbach,66773,Landkreis Saarlouis,Saarland
1314280,12066292,Schwarzbach,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
1314222,12066296,Schwarzheide,01987,Landkreis Oberspreewald-Lausitz,Brandenburg
2029540,13072096,Schwasdorf,17168,Landkreis Rostock,Mecklenburg-Vorpommern
1307661,14625550,Schwepnitz,01936,Landkreis Bautzen,Sachsen
1389623,12061448,Schwerin,15755,Landkreis Dahme-Spreewald,Brandenburg
